,Armond Review,Tomatometer Review,Tomatometer Score,Quote,Publication Name,Movie,Date
985,rotten,certified-fresh,92.0,Such indie banality -- linked to liberal message-mongering -- proves Fleck-Boden go into a slump long before rookie Miguel.,New York Press,Sugar,"Apr 01, 2009"
986,rotten,fresh,74.0,Just because digital 3-D technology is improving doesn't mean animated movies are getting better.,New York Press,Monsters vs. Aliens,"Mar 25, 2009"
987,rotten,certified-fresh,91.0,Davis' visual argument overwhelms rationality.This was the beginning of Red/Blue antagonism -- turning benighted patriotism against an opponent's humanity.,New York Press,Hearts and Minds,"Mar 25, 2009"
988,rotten,fresh,71.0,"Paul H-O might have exposed ""dealers"" who were agents, publicists, protectors -- the real movers and shakers of the culture industry -- but his romantic wounds get in the way.",New York Press,Guest of Cindy Sherman,"Mar 25, 2009"
989,fresh,certified-fresh,77.0,"A genuine Felliniesque procession of the rich, powerful and over-awed.",New York Press,Valentino: The Last Emperor,"Mar 18, 2009"
990,rotten,certified-fresh,83.0,"From its snarky title on down, everything about I Love You, Man ignores the complexities of male identity.",New York Press,"I Love You, Man","Mar 18, 2009"
991,rotten,fresh,65.0,Duplicity should have been titled Venality.,New York Press,Duplicity,"Mar 18, 2009"
992,rotten,certified-fresh,90.0,"As prison-movie machismo, Walter Hill's Undisputed is better; as visual art, Jan Troell's Everlasting Moments is superior.",New York Press,Hunger,"Mar 18, 2009"
993,fresh,certified-fresh,76.0,It's a love story from the uniquely expansive -- and inquiring -- point of view that makes Tchin France's most fascinating contemporary filmmaker.,New York Press,The Girl on the Train,"Mar 11, 2009"
994,fresh,certified-fresh,94.0,"Years later, Costa-Gavras' shrewd contrivance and superb form hold up impressively.",New York Press,Z,"Mar 11, 2009"
995,rotten,certified-fresh,76.0,"Tokyo! presents a generation of filmmakers who succumb to sodden, dull, solipsistic hipsterism -- not the life force of Boccaccio '70 or even 2007's Paris, Je T'aime.",New York Press,Tokyo!,"Mar 04, 2009"
996,fresh,certified-fresh,90.0,It's through Troell's sense of the landscape and seasons and his attention to gender sensibilities that Everlasting Moments represents the height of filmmaking technology and emotional sophistication.,New York Press,Everlasting Moments,"Mar 04, 2009"
997,rotten,fresh,65.0,"Neither political satire nor camp, it fails the unique, fantasy mix of classicism and modernism that distinguished both 300 and Vin Diesel's The Chronicles of Riddick.",New York Press,Watchmen,"Mar 04, 2009"
998,rotten,rotten,15.0,"This focus on uneasy spiritual and political transformation runs into thematic banality. Although more than a set of patchwork, Crash-like homilies, Crossing Over is almost as didactic.",New York Press,Crossing Over,"Feb 25, 2009"
999,rotten,rotten,58.0,"Though stylish, it lacks the aesthetic-moral force of such political thrillers as Francesco Rosi's Exquisite Corpses, Peckinpah's The Killer Elite, Spielberg's Munich or DePalma's Blow Out.",New York Press,The International,"Feb 18, 2009"
1000,fresh,certified-fresh,91.0,"It's a story of personal legends -- unknown soldiers and civilians. As Wajda deliberately unravels their various narrative strands, like a desperately ripped flag, a national tragedy doesn't cease; it haunts.",New York Press,Katyn,"Feb 18, 2009"
1001,rotten,certified-fresh,91.0,"Drained of energy and vigor, Gomorrah confuses gangster fantasy for art.",New York Press,Gomorra,"Feb 11, 2009"
1002,fresh,rotten,27.0,Australian director P.J. Hogan is one of the most original contemporary comic filmmakers -- better than the chick-flick genre ever had.,New York Press,Confessions of a Shopaholic,"Feb 11, 2009"
1003,fresh,rotten,32.0,It's a ticklish footnote to the Star Wars phenomenon.,New York Press,Fanboys,"Feb 04, 2009"
1004,fresh,certified-fresh,90.0,An animated film that might be too good for children. It arrives in time to expose the atrocious Wall-E.,New York Press,Coraline,"Feb 04, 2009"
1005,fresh,rotten,59.0,"Action-movie aficionados know to look forward to Besson's spatially energized productions, and the new film Taken maintains his high standards.",New York Press,Taken,"Jan 28, 2009"
1006,fresh,fresh,60.0,Shadows presents the old superstition vs. rationality argument with sociological undercurrents and more than a few surrealistic touches.,New York Press,Shadows,"Jan 28, 2009"
1007,rotten,rotten,28.0,Rarely has Hollywood populism been so transparent.,New York Press,New in Town,"Jan 28, 2009"
1008,fresh,certified-fresh,93.0,Of Time and The City should inspire moviegoers to pursue full recognition of their cultural experience. Davies doesn't detach art from life; he knows it's the key to what makes us citizens and humans.,New York Press,Of Time and the City,"Jan 21, 2009"
1009,rotten,rotten,21.0,"Unlike Terence Davies, whose use of the cinematic past becomes a felt element in his storytelling, writer-director David Ondaatje repeats the past so inexpertly that The Lodger (an update of Alfred Hitchcock's 1926 film) is almost comically schlocky.",New York Press,The Lodger,"Jan 21, 2009"
1010,fresh,certified-fresh,79.0,Doris Dorrie's Cherry Blossoms translates a foreigner-in-Japan experience much better than Sofia Coppola could.,New York Press,Cherry Blossoms,"Jan 14, 2009"
1011,rotten,rotten,52.0,Notorious is merely pop product.,New York Press,Notorious,"Jan 14, 2009"
1012,fresh,fresh,85.0,Made in U.S.A. is a tonic experience; its style is both vibrant and severe like Godard's 1985 Detective. But it's also Godard's most soulful movie.,New York Press,Made in U.S.A.,"Jan 07, 2009"
1013,rotten,rotten,59.0,"As in The Siege, Courage Under Fire, The Last Samurai and Blood Diamond, Zwick compromises complexity with maudlin formula.",New York Press,Defiance,"Dec 31, 2008"
1014,fresh,rotten,27.0,"That Skeeter benefits from what he does for his niece and nephew is an object lesson in responsibility and benevolence -- and it blesses the audience, too.",New York Press,Bedtime Stories,"Dec 29, 2008"
1015,rotten,fresh,67.0,"It's cynical dramedy for people who pride themselves on being smart -- that is, unsentimental.",New York Press,Revolutionary Road,"Dec 23, 2008"
1016,rotten,certified-fresh,71.0,"Indifferent to [F. Scott] Fitzgerald's ideas about society and ambition, Fincher falls back on Hollywood cliché -- reworking both Titanic and Forrest Gump.",New York Press,The Curious Case of Benjamin Button,"Dec 23, 2008"
1017,rotten,fresh,62.0,"Not only is Singer's filmmaking aesthetically frustrating (lacking coherent visual rhythm) but his juvenile regard of the July 20, 1944, plot to kill Hitler -- one of 15 documented attempts -- is intellectually insulting.",New York Press,Valkyrie,"Dec 23, 2008"
1018,rotten,rotten,20.0,This film is a perfect illustration of how to screw-up a remake despite having a perfect example in front of you.,New York Press,The Day the Earth Stood Still,"Dec 17, 2008"
1019,rotten,certified-fresh,95.0,It's all designed to flatter the middle-class art-film audience's patronizing attitude toward the Third World.,New York Press,The Class,"Dec 17, 2008"
1020,rotten,rotten,46.0,"Too bad Yes Man is directed by Peyton Reed, a tone-deaf, buzz-kill comedy specialist. You've never seen Carrey flail like he does under Reed's incompetence.",New York Press,Yes Man,"Dec 17, 2008"
1021,rotten,rotten,27.0,"Throughout Seven Pounds, Smith looks tired and drawn but not half as weary as audiences who subject themselves to this, the year's least-enjoyable movie concept.",New York Press,Seven Pounds,"Dec 17, 2008"
1022,rotten,certified-fresh,98.0,Aronofsky inflicts as much pain on the audience as self-flagellating Ram Jam does when brutalizing/mutilating himself in and outside the ring.,New York Press,The Wrestler,"Dec 17, 2008"
1023,rotten,fresh,68.0,"Out-perversing Gus Van Sant's Milk, Soderbergh makes a four-hour-plus biopic about a historical figure without providing a glimmer of charm or narrative coherence.",New York Press,Che: Part One,"Dec 11, 2008"
1024,rotten,certified-fresh,79.0,"Streep in her black bonnet and Hoffman with his meticulously parted hair and long, clean fingernails are never quite believable.",New York Press,Doubt,"Dec 10, 2008"
1025,rotten,certified-fresh,81.0,"This is pitiful, nostalgic fun for Dirty Harry fanatics. Yet it lacks the political edge that made the Dirty Harry movies provocative.",New York Press,Gran Torino,"Dec 10, 2008"
1026,rotten,fresh,63.0,"By the time The Reader lays on Jewish guilt, the calculation of sex, morbidity and piety becomes risible if not offensive.",New York Press,The Reader,"Dec 10, 2008"
1027,fresh,rotten,40.0,"Forget the Oscar bait, Transporter 3 is the only movie you need to see this season.",New York Press,Transporter 3,"Dec 03, 2008"
1028,rotten,certified-fresh,93.0,A bizarre manipulation of the gay political impulse.,New York Press,Milk,"Dec 03, 2008"
1029,rotten,rotten,54.0,"Baz Luhrmann's Australia isn't a history of the penal colony turned commonwealth, but Luhrmann's absurd, cliché-ridden filmmaking ought to be a jailable offense.",New York Press,Australia,"Nov 26, 2008"
1030,rotten,fresh,92.0,"That Nov. 23, 1968 contest throws filmmaker Kevin Rafferty a potentially great subject. Rafferty catches it, runs with it and then fumbles.",New York Press,Harvard Beats Yale 29-29,"Nov 20, 2008"
1031,fresh,fresh,64.0,Quantum offers the in-process restructuring of a pop myth.,New York Press,Quantum of Solace,"Nov 12, 2008"
1032,rotten,certified-fresh,91.0,"There hasn't been a social drama this decadently over-hyped since City of God. Boyle plays the same game of pandering to liberal sensibilities while entertaining safe, middle-class distance.",New York Press,Slumdog Millionaire,"Nov 12, 2008"
1033,rotten,certified-fresh,86.0,"A Christmas Tale isn't repugnant, just regressive. The modern family film has moved beyond this Gallic update of I Remember Mama.",New York Press,A Christmas Tale,"Nov 12, 2008"
1034,rotten,rotten,45.0,Soul Men is the most disappointing tribute to black pop music since the OutKast movie Idlewild.,New York Press,Soul Men,"Nov 05, 2008"
1035,fresh,certified-fresh,77.0,"Role Models' sweeter, more mature perspective on manhood and people-hood avoids the Apatow curse.",New York Press,Role Models,"Nov 05, 2008"
1036,rotten,fresh,65.0,"While Zack and Miri obviously parallels Smith's own piddling career endeavors, it also exposes his filmmaking inadequacies.",New York Press,Zack and Miri Make a Porno,"Oct 29, 2008"
1037,rotten,fresh,64.0,"HSM3 is now about indoctrinating a captive audience to buy hype and follow consumerist routine. It might make millions, but it's a betrayal.",New York Press,High School Musical 3: Senior Year,"Oct 29, 2008"
1038,rotten,fresh,62.0,"Changeling isn't just a mess of manipulative attitudes like a Spike Lee film, above all, it's an extremely unpleasant experience.",New York Press,Changeling,"Oct 22, 2008"
1039,rotten,fresh,69.0,"Pity those nerds and fashion-sheep who'll waste time trying to connect Kaufman's symbols, cite the many David Lynch references and puzzle for ways to use 'synecdoche' in daily conversation.",New York Press,"Synecdoche, New York","Oct 22, 2008"
1040,fresh,rotten,42.0,Jumping the Broom exalts an underserved audience yet Polk's discussion of the socio-economic connection of slavery and contemporary gay politics doesn't patronize them.,New York Press,Noah's Arc: Jumping the Broom,"Oct 22, 2008"
1041,rotten,rotten,50.0,"Every joke in Tropic Thunder, The Player, The Muse, I'll Do Anything, even HBO's Entourage is sharper, more incisive and funnier than those in What Just Happened.",New York Press,What Just Happened?,"Oct 15, 2008"
1042,rotten,rotten,59.0,"Prince-Bythewood, who directed the 1999 romance Love and Basketball, may have intended a showcase for strong black screen actresses, but she neglected to hire more than one.",New York Press,The Secret Life of Bees,"Oct 15, 2008"
1043,fresh,fresh,85.0,Frontrunners is a perfect antidote to the current overly staged presidential election spectacle. It shames the dishonest teen portrait of the recent doc American Teen.,New York Press,Frontrunners,"Oct 15, 2008"
1044,fresh,rotten,58.0,"By opposing the mob mentality that would hang Bush in effigy, W. imaginatively sympathizes with the most maligned president in modern history.",New York Press,W.,"Oct 15, 2008"
1045,rotten,rotten,55.0,"Collaborating with a director who doesn't give a damn, DiCaprio and Crowe have made a political action flick totally without emotional impact.",New York Press,Body of Lies,"Oct 08, 2008"
1046,fresh,fresh,60.0,RocknRolla's a shocker -- a Guy Ritchie film full of wit and feeling.,New York Press,RocknRolla,"Oct 08, 2008"
1047,fresh,certified-fresh,78.0,"Ashes of Time has such emotional, aesthetic intensity that its title -- one of the greatest in movie history -- is fulfilled.",New York Press,Ashes of Time Redux,"Oct 08, 2008"
1048,fresh,certified-fresh,93.0,It is a rare blessing to have movies like Happy-Go-Lucky and Rachel Getting Married arrive back to back.,New York Press,Happy-Go-Lucky,"Oct 08, 2008"
1049,rotten,certified-fresh,93.0,"Ballast (another Frozen River, wallowing in the miseries of the underclass) is designed to provoke bourgeois moviegoers' pity.",New York Press,Ballast,"Oct 01, 2008"
1050,rotten,fresh,69.0,This movie doesn't seriously explore how religion affects politics; it's just a snide attack on religious belief.,New York Press,Religulous,"Oct 01, 2008"
1051,rotten,rotten,44.0,"Scene by scene, Blindness self-destructs. One begins to resent the art-crowd cast's willingness to do anything remotely nihilistic.",New York Press,Blindness,"Oct 01, 2008"
1052,fresh,certified-fresh,84.0,Rachel Getting Married's social scale and emotional fullness would do Renoir and Altman proud -- still it's Demme's genuine vision.,New York Press,Rachel Getting Married,"Oct 01, 2008"
1053,rotten,rotten,33.0,"As another example of Lee settling scores, it ruins its own premise by attempting to out-do Saving Private Ryan.",New York Press,Miracle at St. Anna,"Sep 24, 2008"
1054,rotten,certified-fresh,76.0,Appaloosa demonstrates a better sense of history than Paul Thomas Anderson's hysterical There Will Be Blood. But Harris isn't a good enough director; he loses the mythical air that drives home a great Western's point.,New York Press,Appaloosa,"Sep 17, 2008"
1055,rotten,rotten,44.0,"It's important to clearly state that Jackson and LaBute's cynical routines in Lakeview Terrace offend human decency, but I'm brushing their dirt off my shoulder.",New York Press,Lakeview Terrace,"Sep 17, 2008"
1056,rotten,rotten,14.0,This new version of The Women fails to celebrate its characters as women.,New York Press,The Women,"Sep 10, 2008"
1057,rotten,rotten,49.0,Towelhead is the worst movie of its kind since Little Children. It's another adaptation of a trendy novel's contrived cynicism ('smartness' in mediaspeak).,New York Press,Towelhead,"Sep 10, 2008"
1058,fresh,certified-fresh,78.0,"Lesser artists would have followed a critical smash like No Country with another noir, courting audience favor through familiarity. But Burn After Reading, though shocking, is simply the flipside of the Coens' existential dread.",New York Press,Burn After Reading,"Sep 10, 2008"
1059,rotten,fresh,64.0,"Martin sacrifices tough satire for apolitical piety. Traitor could have been called Patriot, but the latter notion is unfashionable.",New York Press,Traitor,"Sep 03, 2008"
1060,fresh,fresh,68.0,"Screenwriters Robert Desiderio and Craig Chester build empathy without the usual partisan demonization or martyrdom, and the actors are intensely committed to that end.",New York Press,Save Me,"Sep 03, 2008"
1061,fresh,rotten,42.0,"Through B-movie audacity, Statham and Anderson heighten Death Race into a skull-crusher and a mind-bender. But you'll need a keen movie sense to recognize their underappreciated talents.",New York Press,Death Race,"Aug 27, 2008"
1062,rotten,rotten,43.0,The House Bunny stays simplistic just like Legally Blonde. Anna Faris deserves better.,New York Press,The House Bunny,"Aug 27, 2008"
1063,fresh,certified-fresh,91.0,"Within its modest docudrama style, Momma's Man addresses universal experience as presumptuously as does a mainstream Pop epic.",New York Press,Momma's Man,"Aug 20, 2008"
1064,fresh,fresh,62.0,"Not caustic nor sentimental, Hamlet 2's sharp, wily social lampoon gets funnier as it goes along; expanding its focus outside the high school sphere to comment on the probability of luck, failure, hope for all the characters.",New York Press,Hamlet 2,"Aug 20, 2008"
1065,fresh,fresh,67.0,"As Astrea and Celadon talk out their heartbreak, confusion, humility and ardor, Rohmer transports us visually, sentimentally, intellectually and spiritually.",New York Press,The Romance of Astrea and Celadon,"Aug 13, 2008"
1066,rotten,certified-fresh,80.0,"Despite the big budget and name stars, Vicky Cristina Barcelona shows Allen's 98th film stumbling into mumblecore, fumbling with love and class like a spoiled brat who's never seen a Rohmer, Malle, Renoir or Ophuls masterpiece.",New York Press,Vicky Cristina Barcelona,"Aug 13, 2008"
1067,fresh,certified-fresh,82.0,Its behind-the-scenes humor sharpens our understanding about how movies exploit history. Stiller sketches comic idiocy so energetically it's almost disappointing when the film settles into a plot; yet his skits relentlessly expose filmmaker hubris.,New York Press,Tropic Thunder,"Aug 13, 2008"
1068,fresh,fresh,67.0,"As long as Dream of Life stays an etude it is a lovely, emotional artifact.",New York Press,Patti Smith: Dream of Life,"Aug 07, 2008"
1069,rotten,rotten,10.0,"Too-aptly named, Hell Ride packages so many hipster clichés that it never picks up speed and is no fun.",New York Press,Hell Ride,"Aug 07, 2008"
1070,fresh,fresh,68.0,The result is Green's first watchable movie since George Washington -- even if it's ultimately worthless.,New York Press,Pineapple Express,"Aug 07, 2008"
1071,rotten,certified-fresh,88.0,Frozen River is one little piece of misery.,New York Press,Frozen River,"Jul 30, 2008"
1072,fresh,rotten,38.0,"In this climate, Kevin Costner's boldly heartfelt new film Swing Vote is strange indeed.",New York Press,Swing Vote,"Jul 30, 2008"
1073,rotten,certified-fresh,88.0,"Boy A is so excessively mannered that the story's human element (misunderstood youth, society's indifference) is lost.",New York Press,Boy A,"Jul 23, 2008"
1074,rotten,fresh,70.0,"This is a vile misuse of the intimate, verité and reportorial technique that the Maysles, Pennebaker and other doc pioneers worked so hard to justify.",New York Press,American Teen,"Jul 23, 2008"
1075,rotten,fresh,78.0,Schnabel is not exactly the ideal interpreter of Lou Reed's Berlin-years anguish. And the Berlin songs themselves don't transport one into that experience so much as convey a once-novel attitude.,New York Press,Berlin,"Jul 16, 2008"
1076,rotten,rotten,55.0,The new film version of the Broadway musical Mamma Mia! seems to be made by people who have no instinctive connection to pop music.,New York Press,Mamma Mia!,"Jul 16, 2008"
1077,rotten,certified-fresh,86.0,The Golden Army's insultingly simplistic cast of a thousand Bosch and Star Wars creatures distracts from the identity-crisis that ought to be the point of a second installment and a larger vision.,New York Press,Hellboy II: The Golden Army,"Jul 16, 2008"
1078,fresh,fresh,87.0,"This isn't gay self-hatred, but an authentic unnerving portrait; it dares to oppose cinema's false romanticism with ruthless honesty.",New York Press,Before I Forget,"Jul 16, 2008"
1079,rotten,certified-fresh,94.0,"The generation of consumers who swallow this pessimistic sentiment can't see past the product to its debased morality. Instead, their excitement about The Dark Knight's dread (that teenage thrall with subversion) inspires their fealty to product.",New York Press,The Dark Knight,"Jul 16, 2008"
1080,fresh,fresh,89.0,"Mackenzie's sparkling, moody black-and-white images of what might be called the Native American Diaspora, depict a classic American story of aspiration and tragedy. It is beautiful and devastating.",New York Press,The Exiles,"Jul 09, 2008"
1081,fresh,fresh,71.0,"Despite its problems, The Wackness employs the emotional extravagance of its hip-hop soundtrack to achieve a triumph of romanticism.",New York Press,Wackness,"Jul 02, 2008"
1082,fresh,certified-fresh,72.0,"Gunnin' is everything the fatuous, condescending Hoop Dreams was not.",New York Press,Gunnin' for That No. 1 Spot,"Jul 02, 2008"
1083,rotten,certified-fresh,77.0,"Breillat can't make up for Argento's shallowness, and her own political imprudence gets in the way of her romanticism.",New York Press,The Last Mistress,"Jun 25, 2008"
1084,rotten,certified-fresh,84.0,Myth and piety are the film's guiding principles -- documenting truth isn't.,New York Press,Trumbo,"Jun 25, 2008"
1085,rotten,rotten,13.0,Schnabel's bland direction expresses no particular vision.,New York Press,The Love Guru,"Jun 25, 2008"
1086,rotten,rotten,51.0,"Get Smart tempts one toward the cynical thought that summer entertainment is deliberately meaningless. Should Hollywood ever grow up, Carrell and Hathaway would be ideal for another remake: God forbid it's TV's Moonlighting, but how about The Thin Man?",New York Press,Get Smart,"Jun 18, 2008"
1087,rotten,certified-fresh,94.0,"After the brilliantly original The White Diamond and The Wild Blue Yonder presented unusual professions and exotic outposts where individuals leave conventional society to express their aberrant instincts, the intrepid Herzog has finally hit a rut.",New York Press,Encounters at the End of the World,"Jun 18, 2008"
1088,rotten,rotten,18.0,A better title for M. Night Shyamalan's The Happening would be Nonsense. It's like an amusement park ride that has no reason for being -- and no meaning -- besides visceral excitation. Only difference is that The Happening isn't fun.,New York Press,The Happening,"Jun 18, 2008"
1089,fresh,fresh,88.0,"In Derek, Isaac Julien evokes the graphically complex style of Derek Jarman's radical filmmaking to commemorate the tensions and tangled ambitions of a modern, politically aware gay artist.",New York Press,Derek,"Jun 11, 2008"
1090,fresh,fresh,94.0,"By examining this older/younger couple for differences of social circumstance, individual ego and personal desire that pertain to any love relationship, Santi and Mascara present a complex testament of gay experience. It's remarkable because it's rare.",New York Press,Chris & Don: A Love Story,"Jun 11, 2008"
1091,rotten,fresh,67.0,It's the crappy summer blockbuster Marvelites probably deserve.,New York Press,The Incredible Hulk,"Jun 11, 2008"
1092,rotten,rotten,37.0,"In Zohan, Sandler, his co-writers and director Dennis Dugan keep tossing away jokes and throwing away significance.",New York Press,You Don't Mess With the Zohan,"Jun 04, 2008"
1093,fresh,fresh,60.0,The Wedding Director is truly complex; but that's also its delight.,New York Press,The Wedding Director,"Jun 04, 2008"
1094,rotten,rotten,47.0,The best thing about Dario Argento's The Mother of Tears is that it ends.,New York Press,Mother of Tears,"Jun 04, 2008"
1095,rotten,rotten,49.0,"Movin' on up to the movie big time means Sex and the City can no longer be accepted as just a cable-TV party game. It has to compete with the big girls, Hollywood's classic representations of female beauty, desire and strength. And it doesn't.",New York Press,Sex and the City,"May 29, 2008"
1096,fresh,rotten,29.0,This non-nihilistic film is a vision of our political complicity and humane potential.,New York Press,"War, Inc.","May 28, 2008"
1097,fresh,rotten,54.0,The Foot Fist Way signifies the most original comic vision since Hot Fuzz.,New York Press,The Foot Fist Way,"May 28, 2008"
1098,rotten,rotten,38.0,"Neither savage nor graceful, Savage Grace's creaky -- and creepy -- tale of mother-son incest doesn't get the art-film benefit-of-the-doubt that led critics to acclaim Swoon.",New York Press,Savage Grace,"May 28, 2008"
1099,fresh,certified-fresh,77.0,This is Spielberg at his most pop and most amazing: turning the shiny American quotidian into an authentically numinous and strange experience.,New York Press,Indiana Jones and the Kingdom of the Crystal Skull,"May 21, 2008"
1100,fresh,rotten,25.0,"Diaz and Kutcher restore the original, ebullient meaning of 'sex comedy'. They're fun to watch, which is a rare thing in this Zellweger, Clooney, Kidman, Gosling, Apatow world.",New York Press,What Happens in Vegas,"May 14, 2008"
1101,fresh,fresh,70.0,"Although Battle for Haditha is certainly a plotted and arranged fiction, it is skillful and informative without corrupting our perspective via the techno-faddishness that undoes current filmmakers",New York Press,Battle for Haditha,"May 07, 2008"
1102,rotten,rotten,58.0,There hasn't been such manifest smugness on screen since The Squid and the Whale.,New York Press,Noise,"May 07, 2008"
1103,rotten,fresh,62.0,The Fall remains remote and unengaging.,New York Press,The Fall,"May 07, 2008"
1104,rotten,certified-fresh,94.0,Iron Man is a dispiriting attempt to apply superficial principles to inherently silly kid culture.,New York Press,Iron Man,"May 07, 2008"
1105,rotten,rotten,42.0,"Over all, there's the drab, sinking feeling of Matrix 3 -- that the Wachowskis' lame, expensive imaginings have played out.",New York Press,Speed Racer,"May 07, 2008"
1106,rotten,rotten,47.0,"Mister Lonely is an offshoot of our celebrity-mad culture, like the National Enquirer morphing into The Maury Povich Show.",New York Press,Mister Lonely,"Apr 30, 2008"
1107,rotten,certified-fresh,74.0,It's hard to make the leap from Stallone's American jingoism to a nascent British graphic artist's developing pop whimsy.,New York Press,Son of Rambow,"Apr 30, 2008"
1108,rotten,fresh,67.0,Mamet's self-seriousness stifles Redbelt's cinematic potential. It's so tightly structured it offers no surprises -- especially not the satisfaction of watching action-movie conventions reward a shared sense of morality.,New York Press,Redbelt,"Apr 30, 2008"
1109,rotten,certified-fresh,79.0,Standard Operating Procedure is a documentary debacle.,New York Press,Standard Operating Procedure,"Apr 23, 2008"
1110,fresh,certified-fresh,87.0,"I can't say that I love all of Roman De Gare, but it is worth reporting that the first half of the film is nearly perfect -- a master's piece.",New York Press,Roman de Gare,"Apr 23, 2008"
1111,fresh,rotten,30.0,"Chaos Theory, starring Ryan Reynolds, confirms the underground vision of screenwriter Daniel Taplitz, who has re-imagined the screwball comedy in original terms.",New York Press,Chaos Theory,"Apr 16, 2008"
1112,rotten,rotten,24.0,Damn if the title The Life Before Her Eyes doesn't give away director Vadel Perelman's entire conceit!,New York Press,The Life Before Her Eyes,"Apr 16, 2008"
1113,rotten,rotten,5.0,"88 Minutes plays like a script Tom Cruise rejected back in the '90s, forcing Pacino to run -- across campus, across town, through parking garages, up and down stairs.",New York Press,88 Minutes,"Apr 16, 2008"
1114,fresh,fresh,63.0,The Forbidden Kingdom's high-flying exhilaration strikes the right note for the first onscreen pairing of action-movie legends Jet Li and Jackie Chan.,New York Press,The Forbidden Kingdom,"Apr 16, 2008"
1115,fresh,certified-fresh,88.0,Sokurov's sentimental poetry embroiders a nation's personal connections to the military; he shows the ineffable grace that contemporary American filmmakers are too pent up to grant us -- truths about fealty that our movies neglect.,New York Press,Aleksandra,"Apr 09, 2008"
1116,rotten,rotten,36.0,"If only Street Kings' director, David Ayers, and screenwriter, James Ellroy, had the wit to complement Keanu's ingenuity; instead, Street Kings unintentionally provokes laughter.",New York Press,Street Kings,"Apr 09, 2008"
1117,fresh,rotten,41.0,It's credit to both Streep and Quinn's integrity that Dark Matter uncovers the natural instincts and social foibles that underpin racism.,New York Press,Dark Matter,"Apr 09, 2008"
1118,fresh,rotten,46.0,"In My Blueberry Nights, Wong Kar-wai's first American-set, English-language film -- and his first feature shot on video -- the Hong Kong filmmaker has achieved a ravishing, triple triumph.",New York Press,My Blueberry Nights,"Apr 02, 2008"
1119,rotten,certified-fresh,82.0,"Like Terry Gilliam's 12 Monkeys (a two-hour adaptation of Chris Marker's 28-minute La Jete), Hou's Lamorisse remake lasts longer than the original -- but says less.",New York Press,Flight of the Red Balloon,"Apr 02, 2008"
1120,fresh,rotten,55.0,"Unlike Ocean's Thirteen, this formulaic heist movie has a streak of psychological perversity.",New York Press,Flawless,"Apr 02, 2008"
1121,rotten,fresh,65.0,Being better than In the Valley of Elah's lazy view of returning vets as damaged and mentally depraved isn't good enough.,New York Press,Stop-Loss,"Mar 26, 2008"
1122,fresh,certified-fresh,84.0,[Director] Luchetti understands that the soul of Italy is found in its disparate people -- its brothers -- and particularly in its cinema tradition. Luchetti strides in the footpath of giants.,New York Press,My Brother Is an Only Child,"Mar 26, 2008"
1123,rotten,rotten,33.0,"After the enjoyable Why Did I Get Married?, Meet the Browns is a woeful setback.",New York Press,Meet the Browns,"Mar 26, 2008"
1124,rotten,fresh,61.0,"This deconstruction is daring and should be intoxicating; but, instead, what Honor brings to the movie-musical genre doesn't improve upon its past bold experiments.",New York Press,Love Songs,"Mar 19, 2008"
1125,rotten,rotten,33.0,Boarding Gate's decadent fancies are appalling.,New York Press,Boarding Gate,"Mar 19, 2008"
1126,fresh,rotten,21.0,"Maybe it's just a genre picture, but scene after scene in Never Back Down displays vitality and wit. This is the year's first good-looking and fully enjoyable American movie.",New York Press,Never Back Down,"Mar 19, 2008"
1127,rotten,rotten,9.0,"It's all just F/X opportunities, exposing Hollywood's -- and our own -- non-relationship to history.",New York Press,"10,000 B.C.","Mar 12, 2008"
1128,rotten,rotten,51.0,"The only ambiguity in Funny Games lies in who's most abused here, the characters or the audience?",New York Press,Funny Games,"Mar 12, 2008"
1129,rotten,fresh,67.0,This small town portrait isn't eccentric; it's just an indie-agnostic Peyton Place.,New York Press,Snow Angels,"Mar 05, 2008"
1130,fresh,rotten,49.0,"Chow's thesis is more profound than There Will Be Blood's, and it's expressed through a more sophisticated narrative.",New York Press,CJ7,"Mar 05, 2008"
1131,rotten,certified-fresh,77.0,"Just when it looked like Van Sant was finally ready to present a movie real people might want to watch, Paranoid Park abandons universality and fetishizes the generality of skater boys.",New York Press,Paranoid Park,"Mar 05, 2008"
1132,rotten,rotten,43.0,"Portman, Johansson and Bana may be hot, but they can't light a match next to the emotional fireworks of Richard Burton, Genevieve Bujold, Paul Scofield, Vanessa Redgrave and Robert Shaw.",New York Press,The Other Boleyn Girl,"Feb 27, 2008"
1133,fresh,rotten,41.0,It feels like the first healthy sign of post-Borat unification.,New York Press,Bonneville,"Feb 27, 2008"
1134,rotten,fresh,70.0,Duchess of Langeais -- compared to an exhilarating neo-New Wave movie like The Witnesses -- is always dull.,New York Press,The Duchess of Langeais,"Feb 20, 2008"
1135,fresh,fresh,65.0,"Be Kind Rewind explores the meaning of originality, but it's also a fable about art and social change.",New York Press,Be Kind Rewind,"Feb 20, 2008"
1136,rotten,rotten,15.0,"Liman's movie candy is philistine, banal and lacks surrealist thrill. His sci-fi, quasi-political allegory is like an X-Men or Hulk narrative told from the ass end.",New York Press,Jumper,"Feb 14, 2008"
1137,fresh,rotten,59.0,This ramshackle film cuts deeper as documentary.,New York Press,Vince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,"Feb 06, 2008"
